Reviewer Name,Review Title,Review Paragraph,Star Rating,Review Date
Arun Kumar,Just like that,Good packing!! Received at time!!,5,"Jul, 2017"
Arvind Saxena,Excellent service and pricing by Flipkart,Received brand new sealed iPhone 7 which was delivered in 2 days as promised. Sept 16 manufacturing with valid Apple India warranty (checked the warranty status on Apple India Site). Got it at 10% discount ..checked the price at offline store which was 60000/. Highly satisfied with product and Flipkart service.,5,"Jan, 2017"
Flipkart Customer,Terrific,The product is really good!!,5,"Jan, 2017"
Twinkle Sirola,Awesome,"Was ordered for my friend, terrific performance is on par or better even than my one plus 5 which sports the latest snapdragon 835. Build quality is top notch and the camera performance is great even in low light. Got it for 42000 and this is definitely a great phone at this price.",5,"Jun, 2017"
Abhilash Mohanta,Great product and great service.,"Flipkart exchange offer was the perfect opportunity to get rid off my iPhone 5c & get a brand new iPhone 7 at a great price.

The phone was delivered on the same day. Very happy with the product and the service from Flipkart.",5,"Mar, 2017"
Amresh Tiwari,Awesome phone,Awesome phone. Cant tell much because its an iPhone. Simply amazing.,5,"May, 2017"
Flipkart Customer,Fast delivery but poor packing,Delivery was fast but packing was poor... its a 65k phone which deserves a little more care.. overall it's pretty much good to shop with Flipkart..,3,"Feb, 2017"
Praveen Reddy,Terrific purchase,"Awesome product and
Good delivery....
Thank you Flipkart",5,"Mar, 2017"
Murali Tummala,Terrific,"Loved the phone.

Excellent service from Flipkart.
Best Launch offer on iPhone 7.",5,"Dec, 2016"
Sanket Farande,Buy iPhone Only from Flipkart,"Before deciding to buy the iPhone 7 I had looked upon Amazon and Snapdeal for offers. I got the best deal on Flipkart with awesome EMI Package which I wanted.
On other platforms my EMIs were charged too much which made me paying more for the phone.
Phone arrived one day earlier than mentioned which added to my joy and perfect year ending gift to myself.
Thank You Flipkart for always being punctual and keep up the quality work.

P.S: I'm a ex-One Plus 3 user and got the iPhone as an upgrade to my android.",5,"Dec, 2016"
GAURANG GANDHI,Unsatisfactory,PRODUCT GOOD BUT DUE TO WRONG OFFER I RETURN IT,1,"Jan, 2017"
Shyam Sundar,Superb phone and service,"Hi all...I normally buy the products from Amazon.But this time i was little hesitant to buy an expensive phone from Flipkart.As there was an exchange offer,I decided to buy iPhone 7 with my iPhone 6 only for 40k bucks!!!
As an Apple user,I would say this is the best iPhone they have ever made.Everything is superb sans the headphone jack.However the phone is awesome and truly amazing.
I got the product delivered on second day only.Thank you Flipkart for your prompt and excellent service.Feeling happy :)",5,"Dec, 2016"
Sarosh Anklesaria,Classy product,Very good phone,5,"Nov, 2016"
Arnab chattopadhyay,Highly recommended,"Think twice before buying it online especially during the sale . i bought it 36k during big billion day sale .
Product is no doubt good and original but when I went to the service centre , after checking they denied service saying the device has been tempered from inside . So apple is now no more responsible to cover its warranty . I confessed that I never opened it or went to any unauthorised service centre since it is under warranty . On reply they told you never know what happened with the device before you bought it . And I am not the first to buy it online for saving some money and end up facing this problem . According to them these online platforms buys the rejected products / exchanged products and sells them saying new .. I bought around 7-8 mobiles from Flipkart but had to face this kind of situation for the first time .",5,"Feb, 2019"
Arun Mohanan,nice,migrated from iPhone 6. am finding a significant improvement in performance. the taptic home button is much better than expected. you get used to it very fast. battery life has significantly improved. not an avid music listener so the lack of a dedicated 3.5 mm port is not an issue for me. the minimum storage space should have been 64 GB by default though. bought this piece as exchange from flipkart. very fast and prompt response from the flipkart team. no hassles during exchange either. very impressed with flipkart . thank you,5,"Nov, 2016"
Nejin V,Good upgrade from 5S or 6,"If you are die hard apple fan then iphone 7 will not disappoint you. For those who are using iPhone 6s it's better to stick to the phone for another year.

I was planning for an iphone 6s when iphone 7 is launched, hopping that 6S will get a price drop. It's just the Matte black shade which forced me to buy this device, except for that everything looks similar to iphone 6S , yes it's a more powerful hardware inside but I will hardly use this extra processing power. But Matte black shade is a killer, you will just love it.

I'm getting around 40 hours of standby battery backup with 4G turned on all the time and phone used for almost 8 hours, which is impressive for my use. Camera looks better than previous models but surely not something very impressive.

I had to restart the phone once in the last 7 days, I was not properly able to make anything work by tapping, once I restarted everything was back to normal. Not a great sign, especially for the fastest Iphone, I only got Insta and Whatsapp installed as resource consuming apps. Though it looks like a glitch nothing more. The device is not worth for 60K anyway, if you get decent cash back offer, price around 50K is more sensible.

Now coming to Flipkart service, I ordered the device on 4th Oct and promised delivery on 13th, they later updated it can be delivered only on Nov 10th. So I went ahead and cancelled the order. Later ordered it during Diwali for a next day delivery which they promptly did.",4,"Nov, 2016"
RAVI SATHAPPAN,Best in the market!,"Wow what a phone my First iPhone and am really amazed at its features which I'm yet to explore completely. But ease of use and practicality is worth the money, would definitely say bye bye android, welcome iOS 10",5,"Oct, 2016"
Mohammad Iqbal,A Must buy !!!,I upgraded from an iPhone 5s 32gb so was a huge upgrade for me love the sleekness and the water resistant feature. The battery back up is nice the display is amazing total value for money if you have got the citibank 10 cash back offer and have exchanged an old phone,4,"Oct, 2016"
Flipkart Customer,Terrific purchase,Love the phone. Super impressed with Flipkarts instant delivery,5,"Dec, 2016"
Apurv Tiwari,Awesome phone!,"Totally satisfied with the iPhone and very much amazed with Flipkart service. Wonderful experience! However there is one issue, customer should be able to put distinct billing and delivery addresses as one might not get the product delivered at his home address.",4,"Oct, 2016"
Anurag Sangwan,Nice upgrade,Hey. I bought iPhone 7 from Flipkart. They deliverer it before estimated date of delivery. It's a good phone with best camera and best performance. The Touch ID is amazing and I like the new home button. It is light and matte black colour is so cool looking. Should buy iPhone 7 from Flipkart .,5,"Oct, 2016"
Gowtham S M,Nothing like an iphone,Great buy for a 10k cash back. Should admit that apple has made the performance significantly faster and yes you should go ahead and buy it just for the thrill and happiness of it!,5,"Oct, 2016"
Apoorv Singhal,"Expected Bluetooth Earpiece,cud have been better",Ok a decent phone. Was expecting Bluetooth ear piece but they are just normal with a different plug in. Could have done a better job. Still waiting for some more new experiences to be added like the front camera flash it has. It's good.,4,"Oct, 2016"
Abrar Ahmed Berqi,I phone n flipkart both rock,"Finally got my long awaited I phone 7. They made it more special with amazing Flipkart black box cover which has""This is .....You know what it is"" written on it. The apple box was in that black box with all the required utilities.Phone is awsmmm as always.Apple always up to the mark .I personally upgraded from I phone 6 and is quite amazing experience so far.",5,"Oct, 2016"
Abhishek Das,iPhone 7 Matte Black - Stunning !,"Upgrading from a 5s , this sure is a brilliant device. The camera is fantastic and the screen responds brilliantly to touch. The finish is top class and the colors stand out. Super phone by Apple , yet again",4,"Oct, 2016"
GAurav,Quality,"a good quality product from apple stable yet again. Post iphone 4, i have switched to many of high end phones in lumia and HTC range, just to return back to this iteration of iphone.
There isnt much gap between android and iphone functionalities now, but iphone is able to offer many usable tweaks within same functionalities, which may not be marketed but offer enough flexibility in everyday use.
On battery: It may seem like a Achilles heel. But for same functionality, where my 3000mah battery used to die in a day, this iphone is able to finish a day. I am no longer required to switch off 4g , or location to save battery. It is well taken care by the OS.",5,"Oct, 2016"
